id,text,date,likes,reposts,comments,views,author
18874708_720,"Богоматерь под крестом (исп., муз. О. Ветошева, стихи свт. Николая Сербского в русском переводе) 
 
Богоматерь под древом рыдала, 
Бледной свечкой пред Сыном стояла. 
Кровь святая со древа стекала, 
Грешну землю от зла омывала. 
С кровью Сына Мать слёзы мешала, 
Сердце с горя себе распинала. 
«Кто же, Сыне, быть добрым захочет, 
Коли дни он на древе закончит?» 
«Моя Мати, не плачь, Приснодево! 
Воскресенье сокрыто под древом». 
«Сыне сладкий! Ты всеми покинут,
И друзьями в день скорбный отринут»",2026-04-09 23:19:11,0,0,0,0,Dmitry Shatalov
-84981819_9748,"🏠 Иметь дом, в котором тебе хорошо — это маленькое счастье. Пить сладкий, горячий чай с хлебом — маленькое счастье. И читать перед сном хорошую книжку в своей постели — это маленькое счастье и это каждый может себе позволить устроить, даже если всё остальное пока... так себе. ❤️

🪶 © Анна Кирьянова",2026-04-09 23:19:05,0,0,0,0,Неизвестно
-152068770_10761,"Пур ҫынсем.Ӑна савмаҫҫӗ.
-Савакансем ытларах.
Сурчӑк сирпӗтсе вӑрҫаҫҫӗ.
Ҫурӑлса ан кайӑрах.

Йӑл кулать!-Унӑн хуравӗ.
Хӑйӗн ҫулӗпе утать.
Ҫук пуҫа усма сӑлтавӗ,
Халӑх ӑна кӑмӑллать.

Пур ҫынпа пуплешет свойски.
Мӑнна хурса калаҫмасть.
Пьедестал ҫинчи Московский!
-Эшафот ҫинче пулмасть.

Телефон тытмасть пулсассӑн,
Шӑнкӑравласан тӑрук.
Ан сывла кулянса ассӑн
Простӑ ун вӑхӑчӗ ҫук.

Ҫӗр каҫа виҫӗ туйра вӑл.
6 юбилея ҫитет.
""Чу-ча-ча"" илтсессӗн кӑмӑл
Услам ҫу пек ирӗлет.

Ӗлӗкрех эпир туссемччӗ,
Хал",2026-04-09 23:19:04,0,0,0,0,Неизвестно
-124326842_26608,"На постоянную работу требуются:
-ЭКСПЕДИТОР (зп от 65 тыс)
-Оператор 1С/ККТ (зп от 55 тыс)
-ВОДИТЕЛЬ категории В/С газель (кат.В зп  от 60 тыс,кат. С от 70 тыс.)
Продукты питания,чай,кофе
Развоз сотрудников.
Район пос.Юбилейный
График работы:
-Оператор 1С:Пон.-пятн.
-Экспедитор/Водитель:Вт.-суббота
Тел.+7 959 146-20-08  (Эксп.,водителя)
+7 959 172 32 44(на Оператора 1С)",2026-04-09 23:19:00,0,0,0,0,Неизвестно
-211667118_29517,"ТВОРОЖНЫЕ БЛИНЫ НА МОЛОКЕ И ТВОРОЖНЫЕ БЛИНЫ НА КЕФИРЕ 🥞

☀Творожные блины на молоке

Если вы хотите блины с творогом, а самого творога у вас немного - создайте творожные блины. Особенно идеальными они получаются при добавлении творога с ванилью - аромат выпечки будет витать по всей кухне. Переворачивайте их аккуратно, так как выпечка очень нежная и может рваться. Именно поэтому обязательно дайте тесту «отдохнуть» 10-15 минут после создания - в нем активируется клейковина. Сахар добавляйте по сво",2026-04-09 23:19:00,0,0,0,0,Неизвестно
-225950652_4,"Вот анекдот про вписки в Нижнекамске — городе нефтехимиков, легендарных шин «Кама», могучей реки Камы, Красного Ключа и людей, у которых даже в квартире слышен гул компрессоров и аромат каучука, а на балконе висит каска с надписью «Нижнекамскнефтехим» и запас гречки на случай, если с Челнов ветром надует. 
 
**Про каучуковый гудок, шинный протектор и ночного смотрителя Камы** 
 
Приезжает парень на вписку в Нижнекамск, в панельную девятиэтажку где-то на проспекте Химиков, откуда видно и Каму, и ",2026-04-09 23:18:58,0,0,0,0,Неизвестно
191946012_1080,"Чистый четверг - многие активно готовятся к Пасхе. Мне кажется, даже не особо религиозные, яйца все равно по традиции красят.

Я за натуральные красители!
Про бабушкин рецепт с луковой шелухой все знают. А вот про зелёные ""драконьи"" яйца, наверное слышали ещё не все.

В прошлом году мне так понравился результат, что в этом году повторила. (Фото 2-4 в карусели прошлогодние). 

Как сделать:
Яйца 6 шт. (берём белые, не моем)
Каркаде - горсть или 4-5 пакетиков, если у вас чай в пакетиках
Куркума - 1",2026-04-09 23:18:42,0,0,0,0,Valentina Torshina Nutritsiolog
191946012_1079,"Чистый четверг - многие активно готовятся к Пасхе. Мне кажется, даже не особо религиозные, яйца все равно по традиции красят.

Я за натуральные красители!
Про бабушкин рецепт с луковой шелухой все знают. А вот про зелёные ""драконьи"" яйца, наверное слышали ещё не все.

В прошлом году мне так понравился результат, что в этом году повторила. (Фото 2-4 в карусели прошлогодние). 

Как сделать:
Яйца 6 шт. (берём белые, не моем)
Каркаде - горсть или 4-5 пакетиков, если у вас чай в пакетиках
Куркума - 1",2026-04-09 23:18:34,0,0,0,0,Valentina Torshina Nutritsiolog
9524259_30485,"Balancer Детокс-смузи со вкусом яблока и зеленого чая — это вкусный и полезный способ мягко очистить организм и поддержать энергию.
Низкоуглеводная формула создана для тех, кто заботится о фигуре и хочет чувствовать лёгкость каждый день.

Преимущества:
🍏 Мягко очищает организм от токсинов
🍏 Поддерживает здоровье кишечника
🍏 Содействует снижению уровня холестерина
🍏 Повышает энергию и тонус
🍏 Активные компоненты

Что в составе:
1️⃣ Пектин, инулин, альгинат — природные сорбенты, способствуют вывед",2026-04-09 23:18:32,0,0,0,2,Natalya Konina-Kuznetsova
-216049225_60562,"Торт ""Черепаха"", он очень вкусный и готовится без особых усилий! 
Берите рецепт на заметку и готовьте с удовольствием! 
 
📝Ингредиенты: 
- Яйца 6шт 
- Сахар 280г 
- Рaзрыхлитель 10г 
- Μукa 300г 
- Сметaнa (20-25%) 800г 
- Сгущённoе мoлoкo 200г 
- Шoкoлaд для пoсыпки 
 
📝Κaк гoтoвить: 
Яйцa взбивaем с сaхaрoм дo белa (10минут), пpоceиваeм pазpыхлитeль и муку и пepeмeшиваeм до одноpодного cоcтояния. 
Πpотивeнь заcтилаeм бумагой и выcаживаeм кpужочки из тecта, выпeкаeм 10-12 минут. 
Тeм времен",2026-04-09 23:18:32,0,0,0,0,Неизвестно
